Compact Disc,Compact Discs > Live at Smalls,884501267106,Ryan Kisor Quintet,,amazon.com,SL0001,20,20
Compact Disc,Compact Discs > Live at Smalls,884501267113,Kevin Hays Trio,,amazon.com,SL0002,20,20
Compact Disc,Compact Discs > Live at Smalls,884501267120,David Kikoski Trio,,amazon.com,SL0003,20,20
Compact Disc,Compact Discs > Live at Smalls,884501267137,Peter Bernstein Quartet,,amazon.com,SL0004,20,20
Compact Disc,Compact Discs > Live at Smalls,884501267144,Steve Davis Quintet,,amazon.com,SL0005,20,20
Compact Disc,Compact Discs > Live at Smalls,884501267151,Ian Hendrickson-Smith,,amazon.com,SL0006,20,20
Compact Disc,Compact Discs > Live at Smalls,884501313322,Neal Smith Quintet,,amazon.com,SL0007,20,20
Compact Disc,Compact Discs > Live at Smalls,884501313308,Seamus Blake Quintet,,amazon.com,SL0008,20,20
Compact Disc,Compact Discs > Live at Smalls,884501313292,Jim Rotondi Quintet,,amazon.com,SL0009,20,20
Compact Disc,Compact Discs > Live at Smalls,884501313247,Ethan Iverson Trio,,amazon.com,SL0010,20,20
Compact Disc,Compact Discs > Live at Smalls,884501313193,Planet Jazz,,amazon.com,SL0011,20,20
Compact Disc,Compact Discs > Live at Smalls,884501418331,Jimmy Greene Quartet,,amazon.com,SL0012,20,20
Compact Disc,Compact Discs > Live at Smalls,884501418348,Ari Hoenig Punkbop,,amazon.com,SL0013,20,20
Compact Disc,Compact Discs > Live at Smalls,884501418355,Omer Avital Quintet,,amazon.com,SL0014,20,20
Compact Disc,Compact Discs > Live at Smalls,884501418379,Ben Wolfe Quintet,,amazon.com,SL0015,20,20
Compact Disc,Compact Discs > Live at Smalls,884501418386,Spike Wilner Solo,,amazon.com,SL0016,20,20
Compact Disc,Compact Discs > Live at Smalls,013964380552,Jazz Incorporated,,amazon.com,SL0017,20,20
Compact Disc,Compact Discs > Live at Smalls,013964380569,Cyrille Aimee + Friends,,amazon.com,SL0018,20,20
Compact Disc,Compact Discs > Live at Smalls,013964380576,Bruce Barth Trio,,amazon.com,SL0019,20,20
Compact Disc,Compact Discs > Live at Smalls,013964380583,The Flail,,amazon.com,SL0020,20,20
Compact Disc,Compact Discs > Live at Smalls,013964380606,Tim Ries,,amazon.com,SL0021,20,20
Compact Disc,Compact Discs > Live at Smalls,013964380590,Bernstein/Goldings/Stewart,,amazon.com,SL0022,20,20
Compact Disc,Compact Discs > Live at Smalls,013964667608,Joel Frahm,,amazon.com,SL0023,20,20
Compact Disc,Compact Discs > Live at Smalls,013964667615,Rick Germanson,,amazon.com,SL0024,20,20
Compact Disc,Compact Discs > Live at Smalls,013964667622,Lage Lund,,amazon.com,SL0025,20,20
Compact Disc,Compact Discs > Live at Smalls, 013964667639,Jesse Davis,,amazon.com,SL0026,20,20
Compact Disc,Compact Discs > Live at Smalls,013964667646,Ralph Lalama,,amazon.com,SL0027,20,20
Compact Disc,Compact Discs > Live at Smalls, 013964667653,Dezron Douglas,,amazon.com,SL0028,20,20
Compact Disc,Compact Discs > Live at Smalls, 013964667660,Grant Stewart,,amazon.com,SL0029,20,20
Compact Disc,Compact Discs > Live at Smalls, 013964667677,Tyler Mitchell,,amazon.com,SL0030,20,20
Compact Disc,Compact Discs > Live at Smalls, 013964667684,David Schnitter,,amazon.com,SL0031,20,20
Compact Disc,Compact Discs > Live at Smalls, 091037561022,Harold Mabern,,amazon.com,SL0032,20,20
Compact Disc,Compact Discs > Live at Smalls, 091037561008,Alex Sipiagin,,amazon.com,SL0033,20,20
Compact Disc,Compact Discs > Live at Smalls, 091037561015,Joe Magnarelli,,amazon.com,SL0034,20,20
Compact Disc,Compact Discs > Live at Smalls, 091037561039,Will Vinson,,amazon.com,SL0035,20,20
Compact Disc,Compact Discs > Live at Smalls, 091037712028,Rodney Green,,amazon.com,SL0036,20,20
Compact Disc,Compact Discs > Live at Smalls, 091037712042,David Berkman w/ Tom Harrell,"1. Milestones (John Lewis) (6:13)<br />
2. Body and Soul (Johnny Green/Edward Heyman/Robert Sour/Frank Eyton) (7:31)<br />
3. Ghost Wife (Berkman) (10:57)<br />
4. Small Wooden Housekeeper (Berkman) (11:01)<br />
5. For Kenny (Berkman) (8:12)<br />
6. Sweet and Lovely (Gus Arnheim/Neil Moret/Harry Tobias) (11:08)<br />
<p>David Berkman  Piano, Tom Harrell  Trumpet
Ed Howard  bass, Johnathan Blake  Drums</p>
Recorded January 2nd & 3rd, 2013, live at SMALLS JAZZ CLUB, GREENWICH VILLAGE, NYC.<br />  Executive Producer: SPIKE WILNER - Produced by: SPIKE WILNER & BEN RUBIN  <br />Mixed by: BEN RUBIN AT THE HOUSE OF CHACHA  <br />Engineered by: Jimmy Katz- Mastered by GENE PAUL at G & J Audio
	<p>Cover design & photos: MICHELLE WATT (www.michelle-watt.com)</p>",amazon.com,SL0037,20,20
Compact Disc,Compact Discs > Live at Smalls, 091037712059,Frank Lacy,"1. Stranded (Frank Lacy) (12:21)<br />
2. Think on Me (George Cables) (10:31)<br />
3. Alicia (Charles Fambrough) (9:33)<br />
4. The Spirit Monitor (Frank Lacy) (8:02)<br />
5. Carolyn's Dance (11:46)<br />
6. Sunbath (Joe Bonner) (9:39)<br />
7. The Intrepid Fox (Freddie Hubbard) (10:19)<br />
<p>Frank Lacy  Trombone, Josh Evans  Trumpet, Stacy Dillard  Tenor
Theo Hill  Piano, Rashaan Carter  Bass, Kush Abadey - Drums</p>
Recorded October 16th & 17th, 2012, live at SMALLS JAZZ CLUB, GREENWICH VILLAGE, NYC. <br /> Executive Producer: SPIKE WILNER - Produced by: SPIKE WILNER & BEN RUBIN<br />  Mixed by: BEN RUBIN AT THE HOUSE OF CHACHA<br />  Engineered by: Christian Kauffman- Mastered by GENE PAUL at G & J Audio
	<p>Cover design & photos: MICHELLE WATT (www.michelle-watt.com)</p>
",amazon.com,SL0038,20,20
Compact Disc,Compact Discs > Live at Smalls, 091037712035,Peter Bernstein,"1. django (john lewis)<br />
2. i love you (cole porter)<br />
3. crepuscule with nellie (thelonious monk)<br />
4. pannonica (thelonious monk)<br />
5. star eyes (gene depaul)<br />
6. yesterdays (jermoe kern)<br />
7. dont blame me (jimmy mchugh)<br />
8. giant steps (john coltrane)<br />
9. wise one (john coltrane)<br />
10. the tender trap (jimmy van heusen/sammy cahn)<br />
11. two different worlds (al frisch/sid wayne)<br />
12. autumn in new york (vernon duke)<br />
13. gone with the wind (allie wrubel)<br />
14. put your dreams away (ruth lowe/paul mann/george david weiss)<br />
<p>Peter Bernstein  Guitar</p>
Recorded October 16th & 17th, 2012, live at SMALLS JAZZ CLUB, GREENWICH VILLAGE, NYC.  <br />Executive Producer: SPIKE WILNER - Produced by: SPIKE WILNER & BEN RUBIN<br />  Mixed by: BEN RUBIN AT THE HOUSE OF CHACHA<br />  Engineered by: Christian Kauffman- Mastered by GENE PAUL at G & J Audio<br />
	<p>Cover design & photos: MICHELLE WATT (www.michelle-watt.com)</p>",amazon.com,SL0039,20,20
Compact Disc,Compact Discs > Live at Smalls,091037712073,Scott Hamilton,,amazon.com,SL0040,20,20
Compact Disc,Compact Discs > Live at Smalls, 091037712066,Johnny O'Neal,,amazon.com,SL0041,20,20
